wavelength_nm,ordinary,extraordinary
540,2.0898081606265273E-18,1.2109300897548395E-18
541,2.0523489488694552E-18,1.188340820451235E-18
542,2.0176488245372814E-18,1.1622203546857304E-18
543,1.9821911109190547E-18,1.1339383857937391E-18
544,1.944461580290997E-18,1.1058935858188693E-18
545,1.9067164153936214E-18,1.0815571247552602E-18
546,1.8722181614869502E-18,1.0572917001285417E-18
547,1.8386933291650213E-18,1.0358193444267119E-18
548,1.8061355889066258E-18,1.0106092545341076E-18
549,1.7733900997766068E-18,9.9102474528730375E-19
550,1.7452519020895178E-18,9.7403780140542528E-19
551,1.7192103780033757E-18,9.584938277005155E-19
552,1.6893923972699234E-18,9.3232315336509633E-19
553,1.6540495404515364E-18,9.089322329330333E-19
554,1.6213087931124741E-18,8.8991164808316891E-19
555,1.5915392222581384E-18,8.683328053639083E-19
556,1.5621166295049741E-18,8.4973080092961308E-19
557,1.5347662429477224E-18,8.2678543958254049E-19
558,1.5100114685679807E-18,8.1709282718903621E-19
559,1.4872328548326227E-18,8.0411120146190688E-19
560,1.4613982451493165E-18,7.8574826233375948E-19
561,1.432193004266505E-18,7.6186048887557277E-19
562,1.3989266319501025E-18,7.4385713177152007E-19
563,1.3724911321606679E-18,7.2266788144416574E-19
564,1.3475086703607585E-18,7.0732383641091379E-19
565,1.3187092851161408E-18,6.9844633978226349E-19
566,1.2894711162354067E-18,6.7730561856934871E-19
567,1.2629877308599626E-18,6.628296726645106E-19
568,1.2368744157669728E-18,6.4862236980890237E-19
569,1.2090264107141634E-18,6.3717800684792194E-19
570,1.1826075148843787E-18,6.2627954149662217E-19
571,1.1562140474600938E-18,6.0636938118106948E-19
572,1.1305714658161502E-18,5.8696069772724341E-19
573,1.1054183376281379E-18,5.760032063556522E-19
574,1.0787321365376677E-18,5.6149672177939793E-19
575,1.0552278560620975E-18,5.5303101837276746E-19
576,1.0344534112238543E-18,5.4234303058782256E-19
577,1.0123897348791853E-18,5.2439779199606716E-19
578,9.8802019034328671E-19,5.16142431948853E-19
579,9.6475869984207948E-19,5.0804098224706938E-19
580,9.3964974920456471E-19,4.9847158504434111E-19
581,9.1157993928849029E-19,4.8973830062574341E-19
582,8.837389373219972E-19,4.7094941224076845E-19
583,8.5670889952861126E-19,4.5905840832440678E-19
584,8.2933904791713492E-19,4.4752616882718084E-19
585,8.0635654869826979E-19,4.461854729940241E-19
586,7.8555880871636769E-19,4.3732552442485969E-19
587,7.6328128421759848E-19,4.2897236386121401E-19
588,7.3838756144919506E-19,4.166555191741282E-19
589,7.2042399072683073E-19,4.0412370505015287E-19
590,7.0826315569263852E-19,4.0519379866936046E-19
591,6.8961257009414746E-19,3.9407760541046648E-19
592,6.5405464495167218E-19,3.7788648488690674E-19
593,6.2286745450378499E-19,3.619082112630034E-19
594,6.08714250561849E-19,3.4731985141818696E-19
595,6.0280278930587898E-19,3.4462716134608513E-19
596,5.879124298375805E-19,3.4278764444786117E-19
597,5.6658754938011208E-19,3.3978659247410763E-19
598,5.461212227212199E-19,3.31036163681001E-19
599,5.3433713671502452E-19,3.1224456318241276E-19
600,5.262960507005414E-19,3.0036047228361763E-19
601,5.1368185167236556E-19,2.8091358632493219E-19
602,4.947137905740764E-19,2.7201160299052862E-19
603,4.7593335861949001E-19,2.6923518460075397E-19
604,4.6450808875316914E-19,2.5573736478923416E-19
605,4.5646132908374109E-19,2.4782172816496331E-19
606,4.4373434662625084E-19,2.4116722960428091E-19
607,4.2806855671044451E-19,2.3995015707416806E-19
608,4.1482090597773172E-19,2.4206783736042605E-19
609,4.0835971445608454E-19,2.3933684300078043E-19
610,4.0327731021202268E-19,2.3236845579466798E-19
611,3.9290944950651792E-19,2.1646534798520537E-19
612,3.7941341849041511E-19,2.1061303741791357E-19
613,3.6727790519252614E-19,2.127582185555004E-19
614,3.5793833546356065E-19,2.135481237647032E-19
615,3.510348291000072E-19,2.0937080569942806E-19
616,3.4326541093811583E-19,1.9446054022163576E-19
617,3.3193163129463929E-19,1.8364267883135445E-19
618,3.2364227094069959E-19,1.7990803088369001E-19
619,3.1941068297473923E-19,1.8211112690950372E-19
620,3.1879534357328789E-19,1.8303628630695731E-19
621,3.1443213323419908E-19,1.7905648645321764E-19
622,3.0445057577099176E-19,1.6345943378355981E-19
623,2.9583858057583075E-19,1.5561359036840648E-19
624,2.8847747600881736E-19,1.5178518725195117E-19
625,2.8647260395223444E-19,1.4796643435792996E-19
626,2.8160347551896169E-19,1.4611130981351226E-19
627,2.7280326457867777E-19,1.3876427037078181E-19
628,2.6569095594217119E-19,1.3582312818159169E-19
629,2.6274187549024097E-19,1.3167962761444794E-19
630,2.6028125396188218E-19,1.3052330484106417E-19
631,2.5881476793159709E-19,1.3015915313201133E-19
632,2.5568397574406379E-19,1.2754582760159764E-19
633,2.5088130216700666E-19,1.232624786748243E-19
634,2.4719401579937479E-19,1.1888230801750958E-19
635,2.4386657615644988E-19,1.1424239800263357E-19
636,2.4134256562608546E-19,1.0407522117089977E-19
637,2.3596230552416478E-19,9.6357861277543341E-20
638,2.2720854254347313E-19,9.2074047100616778E-20
639,2.1957746738529658E-19,9.5296089657568642E-20
640,2.1762003134215589E-19,9.865036072208086E-20
641,2.1996842236392666E-19,9.756903546064894E-20
642,2.2244571519061591E-19,9.3254879279890217E-20
643,2.2197839693228554E-19,8.9946337476928674E-20
644,2.1964117602875092E-19,9.0589313646532617E-20
645,2.1669211097787631E-19,9.1594086771789566E-20
646,2.1454614468928727E-19,8.8570740060151619E-20
647,2.1384965969668657E-19,8.7594563411384898E-20
648,2.1094929132845764E-19,8.7066023234215702E-20
649,2.0124660950306968E-19,7.5305901988374624E-20
650,1.9160636065938201E-19,6.9972566317639073E-20
651,1.8402042219206557E-19,6.7376018813772604E-20
652,1.8393045708484358E-19,6.7930265162662964E-20
653,1.8929064381602151E-19,7.0509852458659192E-20
654,1.8901844962386248E-19,7.162964028255335E-20
655,1.8611311001113095E-19,6.7853798238381229E-20
656,1.8738502460865472E-19,6.2156112474337702E-20
657,1.8884776407838019E-19,5.923282966393618E-20
658,1.9148851641982671E-19,6.1204914792903256E-20
659,1.9082898001385751E-19,6.1097910350919963E-20
660,1.8581674710833575E-19,6.0994068903588245E-20
